Date,Close,High,Low,Open,Volume
4/28/22,410.697876,412.4546936,400.8962775,405.3986829,105449100
4/29/22,395.5202332,408.8354363,394.7618245,406.6466362,145491100
5/2/22,397.901062,399.2834652,388.8194352,395.587457,158312500
5/3/22,399.7251282,402.1731184,396.8259071,398.4099318,100028200
5/4/22,411.8978271,412.4738333,397.1618131,400.3970102,144247900
5/5/22,397.2578735,408.0002833,393.0626753,407.5682713,172929100
5/6/22,394.8865967,398.2081902,389.501008,394.6562059,151770800
5/9/22,382.2434387,390.153834,380.6402249,388.8962356,155586100
5/10/22,383.1266479,389.837043,379.0274558,388.3106455,132497200
5/11/22,377.0401306,387.8785426,376.2817221,382.1473394,142361000
5/12/22,376.6466675,379.9682617,369.7442602,373.7954643,125090800
5/13/22,385.6514587,387.0530515,379.7858396,380.8418462,104174400
5/16/22,384.0865784,387.8113848,381.6961866,383.9809924,78622400
5/17/22,391.9874268,392.2274269,386.4770037,390.2690176,83029700
5/18/22,376.1858521,387.6482625,374.9282535,387.360274,117674500
5/19/22,373.8818359,378.3746611,371.6258286,373.0754389,98510700
5/20/22,374.0450745,381.1490737,365.3186717,377.5202723,131432200
5/23/22,381.043457,381.8210552,374.7650448,377.1170287,76414900
5/24/22,378.1346741,379.344255,371.4818472,376.8578568,91448800
5/25/22,381.4754639,383.4722817,376.2146789,376.6178628,91472900
5/26/22,389.0978699,390.7586816,382.5122793,382.7234806,82168300
5/27/22,398.6498718,398.7650672,391.3922694,391.5938613,84768700
5/31/22,396.4130554,399.8018565,393.6290594,397.0082511,95937000
6/1/22,393.2066345,399.5906325,390.6530295,398.5634542,86585800
6/2/22,400.6946411,400.7426294,390.7586296,393.0434356,79609600
6/3/22,394.1186523,397.4786544,393.1298529,395.9042394,71874300
6/6/22,395.318634,399.9458144,394.1282134,398.1890263,57508900
6/7/22,399.1106567,399.5714676,391.3058468,391.7762671,59272400
6/8/22,394.7714844,399.1874934,393.9650873,397.373078,64350000
6/9/22,385.3827209,395.2707174,385.3827209,392.9667214,86289800
6/10/22,374.2082214,379.9490356,374.1602331,379.0850409,132893900
6/13/22,360.0001831,366.5377841,358.3681706,364.6561913,170004900
6/14/22,358.9154663,362.8226763,355.7666651,361.776279,104011800
6/15/22,364.0322266,368.5442116,357.2354061,362.2657997,125666800
